OBJECTID_12,Join_Count,TARGET_FID,CT20,LABEL,NAME,SUP_NAME,DIST_SUP,CITYNAME_ALF,NAME_1,JURISDICTION,AREA_NUM,AREA_NAME,Shape__Area,Shape__Length
679,1,679,212900,2129,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,545607.8906,3296.489367
680,1,680,213100,2131,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,784280.4688,3870.347271
681,1,681,213201,2132.01,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Metro Planning Area,489163.1836,3021.115564
682,1,682,213202,2132.02,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Metro Planning Area,493471.207,2996.345151
683,1,683,213310,2133.1,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,455768.457,2884.621282
684,1,684,213320,2133.2,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,454820.4648,2894.007613
685,1,685,213401,2134.01,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,286397.6641,2328.443926
686,2,686,213402,2134.02,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,572228.7734,3058.657366
687,2,687,214000,2140,3RD SUP. DISTRICT,3RD DISTRICT: SHEILA KUEHL,3,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,1478049.977,4921.838548
688,2,688,214100,2141,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,1619401.344,5207.290456
689,2,689,214400,2144,3RD SUP. DISTRICT,3RD DISTRICT: SHEILA KUEHL,3,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,503053.3789,2930.310537
690,2,690,214501,2145.01,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,1099231.262,5172.773351
691,1,691,214503,2145.03,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,339391.3789,2573.302622
692,1,692,214504,2145.04,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,195489.5156,2274.746657
693,2,693,214505,2145.05,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,181713.6914,2641.454772
694,2,694,214600,2146,3RD SUP. DISTRICT,3RD DISTRICT: SHEILA KUEHL,3,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,849184.8164,3724.622444
695,2,695,214700,2147,3RD SUP. DISTRICT,3RD DISTRICT: SHEILA KUEHL,3,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,866815.5352,3766.212278
696,2,696,214800,2148,3RD SUP. DISTRICT,3RD DISTRICT: SHEILA KUEHL,3,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,843141.8906,4144.852992
697,1,697,214902,2149.02,3RD SUP. DISTRICT,3RD DISTRICT: SHEILA KUEHL,3,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,741073.9766,3608.260708
698,1,698,214903,2149.03,3RD SUP. DISTRICT,3RD DISTRICT: SHEILA KUEHL,3,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,199414.9844,2066.423344
699,1,699,214904,2149.04,3RD SUP. DISTRICT,3RD DISTRICT: SHEILA KUEHL,3,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,257459.3594,2055.662756
700,2,700,215101,2151.01,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,518521.3672,3778.202728
701,2,701,215102,2151.02,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,376525.8828,3017.885673
702,1,702,216100,2161,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,985936.2031,4123.686488
703,1,703,216201,2162.01,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,674644.8789,3834.429778
704,1,704,216202,2162.02,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,733976.1758,3760.672116
705,2,705,216301,2163.01,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,823671.8242,4190.992267
706,2,706,216302,2163.02,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,1035582.816,4177.772778
707,2,707,216401,2164.01,3RD SUP. DISTRICT,3RD DISTRICT: SHEILA KUEHL,3,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,601048.0977,3175.685904
708,1,708,216402,2164.02,3RD SUP. DISTRICT,3RD DISTRICT: SHEILA KUEHL,3,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,335152.1406,2357.094336
709,1,709,216700,2167,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,1136029.516,4313.945258
710,2,710,216800,2168,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,1080558.828,4252.022322
711,1,711,216901,2169.01,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,1026814.395,4449.738132
712,1,712,216902,2169.02,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,571613.7852,3376.406929
713,1,713,217001,2170.01,3RD SUP. DISTRICT,3RD DISTRICT: SHEILA KUEHL,3,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,801096.5234,4032.587753
714,2,714,217002,2170.02,3RD SUP. DISTRICT,3RD DISTRICT: SHEILA KUEHL,3,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,1126406.848,4251.06703
715,1,715,217101,2171.01,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,578133.3945,3445.747207
716,1,716,217102,2171.02,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,732983.8945,3500.212121
717,1,717,217200,2172,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,1342137.102,5523.170774
718,1,718,218110,2181.1,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,874057.1133,4697.307462
719,1,719,218120,2181.2,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,650066.5586,3273.979765
720,1,720,218210,2182.1,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,567221.3359,3230.525647
721,1,721,218220,2182.2,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,982334.7266,4301.001131
722,1,722,218300,2183,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,1315251.309,6371.19716
723,1,723,218400,2184,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,958666.1875,4484.419669
724,1,724,218500,2185,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,763911.3828,4066.669512
725,1,725,218600,2186,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,628675.75,3308.461897
726,1,726,218701,2187.01,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,802813.8477,3932.474714
727,1,727,218702,2187.02,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,525038.1211,3783.840325
728,1,728,218800,2188,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,600971.2188,3313.697521
729,1,729,218900,2189,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Metro Planning Area,1026797.848,4234.781451
730,1,730,219010,2190.1,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,643464.5938,3450.954607
731,1,731,219020,2190.2,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,1060246.09,4137.163024
732,1,732,219300,2193,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Metro Planning Area,951352.7578,4139.72863
733,1,733,219500,2195,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,813720.5664,3836.150522
734,1,734,219700,2197,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,1594583.336,6112.911071
735,1,735,219800,2198,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,651201.7266,3590.503129
736,1,736,219901,2199.01,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,766157.8125,3711.572848
737,1,737,219902,2199.02,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,1168923.914,4894.872304
738,1,738,220000,2200,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,1418416.488,4705.56689
739,1,739,220100,2201,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,1432251.781,6245.470862
740,2,740,221110,2211.1,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,342022.9883,2549.320356
741,2,741,221120,2211.2,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,463577.8555,2770.206518
742,1,742,221210,2212.1,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,523881.125,3102.614288
743,1,743,221220,2212.2,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,962806.8945,3878.059253
744,1,744,221302,2213.02,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,674761.332,3746.306812
745,1,745,221303,2213.03,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,341635.0977,2387.907629
746,1,746,221304,2213.04,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Metro Planning Area,331829.1484,2321.941134
747,1,747,221401,2214.01,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,791662.793,3543.220077
748,1,748,221402,2214.02,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,777154.8906,4726.884021
749,1,749,221500,2215,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,555786.8828,3085.309515
750,1,750,221601,2216.01,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,539985.0391,3054.147177
751,2,751,221602,2216.02,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,763253.6484,4414.599506
752,2,752,221710,2217.1,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,478795.3164,2984.467417
753,1,753,221810,2218.1,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,444234.4727,2751.664028
754,1,754,221820,2218.2,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,298158.7852,2150.821808
755,1,755,221900,2219,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,598454.4023,3924.595896
756,1,756,222001,2220.01,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,692286.4336,3369.118789
757,1,757,222002,2220.02,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,956927.2305,3991.876909
758,1,758,222100,2221,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,699042.3516,3857.145288
759,1,759,222200,2222,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,703382.7773,3874.280098
760,1,760,222500,2225,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,952195.8984,3905.555107
761,1,761,222600,2226,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,951429.1914,3897.860837
762,1,762,222700,2227,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,1199413.434,5017.638209
763,2,763,224010,2240.1,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,1212292.523,5117.241355
764,2,764,224020,2240.2,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,1798816.746,5608.307517
765,2,765,224200,2242,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,537576.0039,3183.262625
766,2,766,224310,2243.1,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,263987.625,2492.251842
767,2,767,224320,2243.2,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,424544.6289,3112.340636
768,2,768,224410,2244.1,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,661704.1719,3880.014454
769,2,769,224420,2244.2,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,523543.0078,3304.950027
770,2,770,224600,2246,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,1049201.539,4124.332022
771,1,771,224701,2247.01,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,343723.8789,2791.016127
772,1,772,224702,2247.02,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,577325.543,3611.354283
773,2,773,226001,2260.01,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,1510215.605,7019.060884
774,1,774,226002,2260.02,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,3749150.465,7880.848244
775,2,775,226410,2264.1,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,412275.5234,2623.757049
776,2,776,226420,2264.2,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,623069.5,3232.350811
777,1,777,226701,2267.01,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,548830.5547,3380.647856
778,1,778,226702,2267.02,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,593347.0234,4437.686588
779,2,779,227010,2270.1,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,845206.7422,4363.195038
780,1,780,227020,2270.2,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,642214.4922,3374.407228
781,3,781,228100,2281,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,1463828.285,5626.08301
782,1,782,228210,2282.1,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,599695.1719,3381.83732
783,1,783,228220,2282.2,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,534251.75,3349.531572
784,1,784,228310,2283.1,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,797093.9688,4141.376998
785,1,785,228320,2283.2,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,491708.9883,3758.2505
786,1,786,228410,2284.1,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,405214.7539,2616.864861
787,1,787,228420,2284.2,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,404693.1133,2917.973508
788,1,788,228500,2285,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,654830.6914,3392.383807
789,1,789,228600,2286,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,768717.6094,3529.901575
790,1,790,228710,2287.1,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,590433.2617,3410.985501
791,1,791,228720,2287.2,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,589504.4766,3406.48959
792,1,792,228800,2288,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,1231776.234,4551.622583
793,2,793,228900,2289,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,751810.3984,3553.693893
794,1,794,229100,2291,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,692800.3242,3366.826228
795,1,795,229200,2292,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,650054.9531,3284.752757
796,1,796,229300,2293,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,733562.1641,3512.779364
797,1,797,229410,2294.1,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,791060.6758,3572.235923
798,1,798,229420,2294.2,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,851924.1523,3699.570958
799,1,799,231100,2311,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,1304576.055,4756.48567
800,1,800,231210,2312.1,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,467919.8047,2919.281049
801,1,801,231220,2312.2,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,1408326.441,4849.370807
802,1,802,231301,2313.01,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,341339.5391,2608.958232
803,1,803,231302,2313.02,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,617974.3594,3919.675833
804,1,804,231400,2314,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,906172.7969,3811.297651
805,1,805,231500,2315,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,1341017.523,4709.731856
806,1,806,231601,2316.01,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,465952.1992,2893.651591
807,1,807,231602,2316.02,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,459569.7617,2880.480062
808,1,808,231603,2316.03,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,467229.2148,2898.661505
809,1,809,231710,2317.1,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,472367.4375,2925.946765
810,1,810,231720,2317.2,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,688948.0703,3359.28523
811,1,811,231800,2318,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,759001.5234,3510.579198
812,1,812,231901,2319.01,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,357008.7188,2441.94415
813,1,813,231902,2319.02,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,472726.4297,3660.874007
814,1,814,232110,2321.1,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,554324.832,3237.884451
815,1,815,232120,2321.2,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,761223.0977,3583.547817
816,1,816,232200,2322,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,762829.0977,3996.856704
817,1,817,232300,2323,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,917084.1953,4247.329475
818,1,818,232401,2324.01,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,830977.5078,4385.3455
819,1,819,232402,2324.02,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,792395.9414,4146.920495
820,1,820,232500,2325,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,1119580.125,4400.336138
821,1,821,232601,2326.01,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,384813.3984,2579.563073
822,1,822,232602,2326.02,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,775005.0898,3534.760229
823,1,823,232701,2327.01,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,404664.3047,2634.320891
